"slug","destination","floor_tier","stage","source"
"philippines/national-capital-region/paranaque/san-dionisio","San Dionisio, Paranaque, National Capital Region, Philippines","second","3","sheet_46k"
"mexico/nuevo-leon/monterrey/monterrey-antiguo","Monterrey Antiguo, Monterrey, Nuevo Leon, Mexico","second","3","sheet_46k"
"brazil/northeast-region/ilha-de-itamaraca/pilar","Pilar, Ilha de Itamaraca, Northeast Region, Brazil","second","3","sheet_46k"
"malta/mellieha/ta-pennellu","Ta' Pennellu, Mellieha, Malta","second","3","sheet_46k"
"denmark/midtjylland/aarhus/vesterbro","Vesterbro, Aarhus, Midtjylland, Denmark","second","3","sheet_46k"
"united-kingdom/wales/cardiff/plasnewydd","Plasnewydd, Cardiff, Wales, United Kingdom","second","3","sheet_46k"
"brazil/southeast-region/itu/chacaras-primavera","Chacaras Primavera, Itu, Southeast Region, Brazil","second","3","sheet_46k"
"canada/british-columbia/surrey/surrey-newton","Surrey Newton, Surrey, British Columbia, Canada","second","3","sheet_46k"
"france/puy-de-dome-department/clermont-ferrand/vallieres","Vallieres, Clermont-Ferrand, Puy-de-Dome (department), France","second","3","sheet_46k"
"brazil/southeast-region/itupeva/jardim-primavera","Jardim Primavera, Itupeva, Southeast Region, Brazil","second","3","sheet_46k"
"italy/lombardy/milan/montalbino","Montalbino, Milan, Lombardy, Italy","second","3","sheet_46k"
"japan/kagawa-prefecture/sakaide/kyo-machi","Kyo Machi, Sakaide, Kagawa (prefecture), Japan","second","3","sheet_46k"
"colombia/distrito-capital/bogota/antiguo-country","Antiguo Country, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"argentina/buenos-aires/congreso","Congreso, Buenos Aires, Argentina","second","3","sheet_46k"
"brazil/southeast-region/paulinia/boa-esperanca","Boa Esperanca, Paulinia, Southeast Region, Brazil","second","3","sheet_46k"
"malta/marsaskala/bellavista","Bellavista, Marsaskala, Malta","second","3","sheet_46k"
"italy/piedmont/turin/parella","Parella, Turin, Piedmont, Italy","second","3","sheet_46k"
"peru/junin-region/huancayo-province/el-tambo","El Tambo, Huancayo Province, Junin (region), Peru","second","3","sheet_46k"
"barbados/christ-church/rendezvous","Rendezvous, Christ Church, Barbados","second","3","sheet_46k"
"germany/north-rhine-westphalia/bielefeld/jollenbeck","Jollenbeck, Bielefeld, North Rhine-Westphalia, Germany","second","3","sheet_46k"
"honduras/atlantida/la-ceiba/sector-2","Sector 2, La Ceiba, Atlantida, Honduras","second","3","sheet_46k"
"sri-lanka/western-province/colombo/colombo-05","Colombo 05, Colombo, Western Province, Sri Lanka","second","3","sheet_46k"
"india/himachal-pradesh/dharamshala/ram-nagar","Ram Nagar, Dharamshala, Himachal Pradesh, India","second","3","sheet_46k"
"brazil/southeast-region/rio-das-ostras/costazul","Costazul, Rio das Ostras, Southeast Region, Brazil","second","3","sheet_46k"
"malaysia/malacca/malacca-city/dua","Dua, Malacca City, Malacca, Malaysia","second","3","sheet_46k"
"jamaica/kingston/beverly-hills","Beverly Hills, Kingston, Jamaica","second","3","sheet_46k"
"malaysia/malacca/malacca-city/tujuh-gajah-berang","Tujuh Gajah Berang, Malacca City, Malacca, Malaysia","second","3","sheet_46k"
"serbia/central-serbia/belgrade/slavija","Slavija, Belgrade, Central Serbia, Serbia","second","3","sheet_46k"
"france/marne/reims/mont-d-arene","Mont d'Arene, Reims, Marne, France","second","3","sheet_46k"
"netherlands/haarlem/oude-stad","Oude Stad, Haarlem, North Holland, Netherlands","second","3","sheet_46k"
"philippines/national-capital-region/mandaluyong/highway-hills","Highway Hills, Mandaluyong, National Capital Region, Philippines","second","3","sheet_46k"
"france/seine-saint-denis/saint-ouen/zone-d-amenagement-concerte-des-docks","Zone d'amenagement concerte des Docks, Saint-Ouen, Seine-Saint-Denis, France","second","3","sheet_46k"
"australia/new-south-wales/sydney/chatswood-cbd","Chatswood CBD, Sydney, New South Wales, Australia","high","3","sheet_46k"
"reunion/arrondissement-of-saint-pierre/saint-pierre/centre-ville","Centre-Ville, Saint-Pierre, Arrondissement of Saint-Pierre, Reunion","second","3","sheet_46k"
"germany/lahnstein/lahnstein-auf-der-hohe","Lahnstein auf der Hohe, Lahnstein, Germany","second","3","sheet_46k"
"canada/ontario/ottawa/kanata-lakes-marchwood-lakeside-morgan-s-grant-kanata","Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata, Ottawa, Ontario, Canada","second","3","sheet_46k"
"barbados/st-michael/bridgetown/bayville","Bayville, Bridgetown, St. Michael, Barbados","second","3","sheet_46k"
"austria/sankt-magdalena","Sankt Magdalena, Austria","second","3","sheet_46k"
"italy/lombardy/varese/calcinate-del-pesce","Calcinate del Pesce, Varese, Lombardy, Italy","second","3","sheet_46k"
"greece/attica/athens/mousio","Mousio, Athens, Attica, Greece","second","3","sheet_46k"
"mexico/chiapas/san-cristobal-de-las-casas/ojo-de-agua","Ojo de Agua, San Cristobal de las Casas, Chiapas, Mexico","second","3","sheet_46k"
"malaysia/penang/george-town/seri-tanjung-pinang","Seri Tanjung Pinang, George Town, Penang, Malaysia","second","3","sheet_46k"
"portugal/porto-district/porto/vilarinha","Vilarinha, Porto, Porto District, Portugal","second","3","sheet_46k"
"germany/freiburg-im-breisgau/nord","Nord, Freiburg im Breisgau, Germany","second","3","sheet_46k"
"philippines/calabarzon/tagaytay/silang-junction-north","Silang Junction North, Tagaytay, Calabarzon, Philippines","second","3","sheet_46k"
"brazil/southeast-region/conselheiro-lafaiete/santa-efigenia","Santa Efigenia, Conselheiro Lafaiete, Southeast Region, Brazil","second","3","sheet_46k"
"greece/crete/chania/old-town","Old Town, Chania, Crete, Greece","second","3","sheet_46k"
"spain/valencian-community/valencia/sant-pau","Sant Pau, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"canada/alberta/calgary/tuxedo-park","Tuxedo Park, Calgary, Alberta, Canada","second","3","sheet_46k"
"brazil/southeast-region/osasco/jardim-das-flores","Jardim das Flores, Osasco, Southeast Region, Brazil","second","3","sheet_46k"
"spain/valencian-community/valencia/la-seu","La Seu, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"spain/valencian-community/valencia/exhibition","Exhibition, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"france/caluire-et-cuire/vernay","Vernay, Caluire-et-Cuire, France","second","3","sheet_46k"
"italy/emilia-romagna/reggio-nell-emilia/regina-pacis","Regina Pacis, Reggio nell'Emilia, Emilia-Romagna, Italy","second","3","sheet_46k"
"italy/liguria/genoa/borgoratti","Borgoratti, Genoa, Liguria, Italy","second","3","sheet_46k"
"colombia/distrito-capital/bogota/san-patricio","San Patricio, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"netherlands/north-holland/amsterdam/gentiaanbuurt","Gentiaanbuurt, Amsterdam, North Holland, Netherlands","second","3","sheet_46k"
"cyprus/nicosia-district/strovolos/dasoupolis","Dasoupolis, Strovolos, Nicosia District, Cyprus","second","3","sheet_46k"
"france/alpes-maritimes/biot/domaine-des-clausonnes","Domaine des Clausonnes, Biot, Alpes-Maritimes, France","second","3","sheet_46k"
"canada/british-columbia/victoria/rock-bay","Rock Bay, Victoria, British Columbia, Canada","second","3","sheet_46k"
"france/loire-department/saint-etienne/saint-roch-badouillere-chavanelle","Saint-Roch - Badouillere - Chavanelle, Saint-Etienne, Loire (department), France","second","3","sheet_46k"
"mexico/chiapas/san-cristobal-de-las-casas/de-mexicanos","De Mexicanos, San Cristobal de las Casas, Chiapas, Mexico","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/city-west","City West, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"france/gard/nimes/garrigues","Garrigues, Nimes, Gard, France","second","3","sheet_46k"
"vietnam/tay-ninh-province/tay-ninh/hiep-ninh","Hiep Ninh, Tay Ninh, Tay Ninh (province), Vietnam","second","3","sheet_46k"
"spain/valencian-community/valencia/mestalla","Mestalla, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"philippines/calabarzon/tagaytay/san-jose","San Jose, Tagaytay, Calabarzon, Philippines","second","3","sheet_46k"
"sri-lanka/western-province/wadduwa/maha-gonadoowa","Maha Gonadoowa, Wadduwa, Western Province, Sri Lanka","second","3","sheet_46k"
"spain/andalusia/malaga/el-ejido","El Ejido, Malaga, Andalusia, Spain","second","3","sheet_46k"
"austria/vienna-state/vienna/hutteldorf","Hutteldorf, Vienna, Vienna (state), Austria","second","3","sheet_46k"
"united-kingdom/england/plymouth/beaumont","Beaumont, Plymouth, England, United Kingdom","second","3","sheet_46k"
"italy/liguria/genoa/san-fruttuoso","San Fruttuoso, Genoa, Liguria, Italy","second","3","sheet_46k"
"brazil/south-region/guarapuava/boqueirao","Boqueirao, Guarapuava, South Region, Brazil","second","3","sheet_46k"
"mexico/veracruz/veracruz/ricardo-flores-magon","Ricardo Flores Magon, Veracruz, Veracruz, Mexico","second","3","sheet_46k"
"peru/callao-region/callao/la-estancia","La Estancia, Callao, Callao Region, Peru","second","3","sheet_46k"
"brazil/southeast-region/arraial-do-cabo/taio","Taio, Arraial do Cabo, Southeast Region, Brazil","second","3","sheet_46k"
"tunisia/tunis-governorate/la-marsa/sidi-abdel-aziz","Sidi Abdel Aziz, La Marsa, Tunis Governorate, Tunisia","second","3","sheet_46k"
"serbia/vojvodina/novi-sad/grbavica","Grbavica, Novi Sad, Vojvodina, Serbia","second","3","sheet_46k"
"brazil/central-west-region/anapolis/setor-central","Setor Central, Anapolis, Central - West Region, Brazil","second","3","sheet_46k"
"italy/lombardy/milan/san-marco","San Marco, Milan, Lombardy, Italy","second","3","sheet_46k"
"dominican-republic/santo-domingo-province/boca-chica/bella-vista","Bella Vista, Boca Chica, Santo Domingo (province), Dominican Republic","second","3","sheet_46k"
"colombia/antioquia/medellin/villa-nueva","Villa Nueva, Medellin, Antioquia, Colombia","second","3","sheet_46k"
"spain/valencian-community/alicante/benalua","Benalua, Alicante, Valencian Community, Spain","second","3","sheet_46k"
"mexico/baja-california/tijuana/madero-sur","Madero Sur, Tijuana, Baja California, Mexico","second","3","sheet_46k"
"france/seine-maritime-department/le-havre/cote-est-soquence","Cote Est Soquence, Le Havre, Seine-Maritime (department), France","second","3","sheet_46k"
"spain/valencian-community/valencia/el-grau","El Grau, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"belgium/brussels-capital-region/brussels/jourdan","Jourdan, Brussels, Brussels-Capital Region, Belgium","second","3","sheet_46k"
"spain/andalusia/malaga/perchel-norte","Perchel Norte, Malaga, Andalusia, Spain","second","3","sheet_46k"
"france/paris/porte-d-asnieres","Porte d'Asnieres, Paris, France","second","3","sheet_46k"
"france/herault-department/montpellier/la-lironde","La Lironde, Montpellier, Herault (department), France","second","3","sheet_46k"
"morocco/tanger-tetouan-al-hoceima/tangier/mujahidine","Mujahidine, Tangier, Tanger-Tetouan-Al Hoceima, Morocco","second","3","sheet_46k"
"brazil/southeast-region/araruama/parque-hotel","Parque Hotel, Araruama, Southeast Region, Brazil","second","3","sheet_46k"
"spain/valencia/ciutat-de-les-arts-i-les-ciencies","Ciutat de les Arts i les Ciencies, Valencia, Spain","second","3","sheet_46k"
"canada/alberta/calgary/arbour-lake","Arbour Lake, Calgary, Alberta, Canada","second","3","sheet_46k"
"serbia/central-serbia/belgrade/terazije","Terazije, Belgrade, Central Serbia, Serbia","second","3","sheet_46k"
"belgium/walloon-region/liege/guillemins","Guillemins, Liege, Walloon Region, Belgium","second","3","sheet_46k"
"spain/catalonia/cornella-de-llobregat/almeda","Almeda, Cornella de Llobregat, Catalonia, Spain","second","3","sheet_46k"
"italy/lombardy/milan/quarto-cagnino","Quarto Cagnino, Milan, Lombardy, Italy","second","3","sheet_46k"
"spain/aragon/zaragoza/el-gancho","El Gancho, Zaragoza, Aragon, Spain","second","3","sheet_46k"
"france/lyon/grande-cote-annonciade","Grande Cote - Annonciade, Lyon, France","second","3","sheet_46k"
"france/oullins/glaciere-montmein","Glaciere - Montmein, Oullins, France","second","3","sheet_46k"
"france/alpes-maritimes/nice/saint-pierre-de-feric","Saint Pierre de Feric, Nice, Alpes-Maritimes, France","second","3","sheet_46k"
"france/moselle-department/metz/metz-centre-ancienne-ville","Metz-Centre – Ancienne Ville, Metz, Moselle (department), France","second","3","sheet_46k"
"france/hauts-de-seine/boulogne-billancourt/parchamp-albert-kahn","Parchamp–Albert Kahn, Boulogne-Billancourt, Hauts-de-Seine, France","second","3","sheet_46k"
"italy/campania/naples/montecalvario","Montecalvario, Naples, Campania, Italy","second","3","sheet_46k"
"norway/vestland/bergen/engen","Engen, Bergen, Vestland, Norway","second","3","sheet_46k"
"france/paris/curial-cambrai","Curial Cambrai, Paris, France","second","3","sheet_46k"
"malta/swieqi/high-ridge","High Ridge, Swieqi, Malta","second","3","sheet_46k"
"spain/andalusia/malaga/la-trinidad","La Trinidad, Malaga, Andalusia, Spain","second","3","sheet_46k"
"peru/lima-region/lima/balconcillo","Balconcillo, Lima, Lima (region), Peru","second","3","sheet_46k"
"philippines/national-capital-region/quezon-city/socorro","Socorro, Quezon City, National Capital Region, Philippines","second","3","sheet_46k"
"spain/andalusia/malaga/miraflores-del-palo","Miraflores del Palo, Malaga, Andalusia, Spain","second","3","sheet_46k"
"dominican-republic/puerto-plata/puerto-plata/el-pueblito","El Pueblito, Puerto Plata, Puerto Plata, Dominican Republic","second","3","sheet_46k"
"brazil/southeast-region/angra-dos-reis/caieira","Caieira, Angra dos Reis, Southeast Region, Brazil","second","3","sheet_46k"
"mexico/sinaloa/mazatlan/las-gaviotas","Las Gaviotas, Mazatlan, Sinaloa, Mexico","second","3","sheet_46k"
"peru/arequipa-region/arequipa/san-francisco-de-asis","San Francisco de Asis, Arequipa, Arequipa (region), Peru","second","3","sheet_46k"
"spain/community-of-madrid/madrid/lucero","Lucero, Madrid, Community of Madrid, Spain","mid","3","sheet_46k"
"united-kingdom/scotland/edinburgh/bonnington","Bonnington, Edinburgh, Scotland, United Kingdom","second","3","sheet_46k"
"france/alpes-maritimes/nice/saint-antoine","Saint Antoine, Nice, Alpes-Maritimes, France","second","3","sheet_46k"
"dominican-republic/distrito-nacional/santo-domingo/honduras","Honduras, Santo Domingo, Distrito Nacional, Dominican Republic","second","3","sheet_46k"
"brazil/southeast-region/angra-dos-reis/parque-das-palmeiras","Parque das Palmeiras, Angra dos Reis, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/southeast-region/bauru/vila-sao-francisco","Vila Sao Francisco, Bauru, Southeast Region, Brazil","second","3","sheet_46k"
"canada/ontario/toronto/garden-district","Garden District, Toronto, Ontario, Canada","second","3","sheet_46k"
"mexico/mexico/texcoco-de-mora/centro","Centro, Texcoco de Mora, Mexico, Estado de, Mexico","second","3","sheet_46k"
"brazil/northeast-region/juazeiro-do-norte/fatima","Fatima, Juazeiro do Norte, Northeast Region, Brazil","second","3","sheet_46k"
"serbia/vojvodina/novi-sad/bistrica","Bistrica, Novi Sad, Vojvodina, Serbia","second","3","sheet_46k"
"brazil/southeast-region/sao-paulo/panamby","Panamby, Sao Paulo, Southeast Region, Brazil","high","3","sheet_46k"
"spain/andalusia/malaga/la-caleta","La Caleta, Malaga, Andalusia, Spain","second","3","sheet_46k"
"italy/emilia-romagna/bologna/san-donato","San Donato, Bologna, Emilia-Romagna, Italy","second","3","sheet_46k"
"france/puy-de-dome-department/clermont-ferrand/la-gare","La Gare, Clermont-Ferrand, Puy-de-Dome (department), France","second","3","sheet_46k"
"austria/vienna-state/vienna/althangrund","Althangrund, Vienna, Vienna (state), Austria","second","3","sheet_46k"
"mexico/nayarit/nuevo-vallarta/flamingo","Flamingo, Nuevo Vallarta, Nayarit, Mexico","second","3","sheet_46k"
"spain/valencia/trinitat","Trinitat, Valencia, Spain","second","3","sheet_46k"
"canada/alberta/calgary/ramsay","Ramsay, Calgary, Alberta, Canada","second","3","sheet_46k"
"canada/ontario/toronto/bracondale-hill","Bracondale Hill, Toronto, Ontario, Canada","second","3","sheet_46k"
"france/loire-atlantique/reze/pont-rousseau","Pont Rousseau, Reze, Loire-Atlantique, France","second","3","sheet_46k"
"spain/andalusia/malaga/lagunillas","Lagunillas, Malaga, Andalusia, Spain","second","3","sheet_46k"
"brazil/south-region/maringa/zona-01","Zona 01, Maringa, South Region, Brazil","second","3","sheet_46k"
"argentina/santa-fe-province/rosario/centro","Centro, Rosario, Santa Fe (province), Argentina","second","3","sheet_46k"
"mexico/guerrero/acapulco/balcones-al-mar","Balcones Al Mar, Acapulco, Guerrero, Mexico","second","3","sheet_46k"
"philippines/national-capital-region/paranaque/moonwalk","Moonwalk, Paranaque, National Capital Region, Philippines","second","3","sheet_46k"
"italy/lombardy/milan/segnano","Segnano, Milan, Lombardy, Italy","second","3","sheet_46k"
"france/gironde-department/bordeaux/saint-seurin-fondaudege","Saint Seurin - Fondaudege, Bordeaux, Gironde (department), France","second","3","sheet_46k"
"italy/lombardy/milan/san-cristoforo-sul-naviglio","San Cristoforo Sul Naviglio, Milan, Lombardy, Italy","second","3","sheet_46k"
"italy/liguria/genoa/pre","Pre, Genoa, Liguria, Italy","second","3","sheet_46k"
"brazil/southeast-region/ribeirao-preto/subsetor-sul-1-s-1","Subsetor Sul - 1 (S-1), Ribeirao Preto, Southeast Region, Brazil","second","3","sheet_46k"
"morocco/marrakech-safi/marrakech/mouassine","Mouassine, Marrakech, Marrakech-Safi, Morocco","second","3","sheet_46k"
"france/venissieux/viviani-bonnevay","Viviani - Bonnevay, Venissieux, France","second","3","sheet_46k"
"morocco/marrakech-safi/essaouira/lotissement-al-mostakbal","Lotissement Al Mostakbal, Essaouira, Marrakech-Safi, Morocco","second","3","sheet_46k"
"colombia/antioquia/medellin/florida-nueva","Florida Nueva, Medellin, Antioquia, Colombia","second","3","sheet_46k"
"germany/berlin/victoriastadt","Victoriastadt, Berlin, Germany","second","3","sheet_46k"
"france/caluire-et-cuire/saint-clair","Saint Clair, Caluire-et-Cuire, France","second","3","sheet_46k"
"spain/alicante/lo-morant-san-nicolas-de-bari","Lo Morant-San Nicolas de Bari, Alicante, Spain","second","3","sheet_46k"
"ukraine/kyiv/verkhnie-misto","Verkhnie Misto, Kyiv, Ukraine","second","3","sheet_46k"
"argentina/rio-negro/san-carlos-de-bariloche/10-de-diciembre","10 de Diciembre, San Carlos de Bariloche, Rio Negro, Argentina","second","3","sheet_46k"
"mexico/guanajuato/san-miguel-de-allende/colonia-azteca","Colonia Azteca, San Miguel de Allende, Guanajuato, Mexico","second","3","sheet_46k"
"france/maine-et-loire/angers/madeleine-saint-leonard","Madeleine - Saint-Leonard, Angers, Maine-et-Loire, France","second","3","sheet_46k"
"china/sichuan/hejiang-pavilion","Hejiang Pavilion, Chengdu, Sichuan, China","high","3","sheet_46k"
"brazil/southeast-region/angra-dos-reis/centro","Centro, Angra dos Reis, Southeast Region, Brazil","mid","3","sheet_46k"
"france/val-d-oise-department/montmorency/centre","Centre, Montmorency, Val d'Oise (department), France","second","3","sheet_46k"
"croatia/split-dalmatia/split/mejasi","Mejasi, Split, Split-Dalmatia, Croatia","second","3","sheet_46k"
"mexico/guerrero/taxco/centro","Centro, Taxco, Guerrero, Mexico","second","3","sheet_46k"
"peru/lima-region/surco/santiago-de-surco","Santiago de Surco, Surco, Lima (region), Peru","second","3","sheet_46k"
"france/gard/nimes/caremeau","Caremeau, Nimes, Gard, France","second","3","sheet_46k"
"brazil/northeast-region/lauro-de-freitas/pouso-alegre-buraquinho","Pouso Alegre Buraquinho, Lauro de Freitas, Northeast Region, Brazil","second","3","sheet_46k"
"france/gironde-department/bordeaux/ginko","Ginko, Bordeaux, Gironde (department), France","second","3","sheet_46k"
"jamaica/kingston/camperdown","Camperdown, Kingston, Jamaica","second","3","sheet_46k"
"brazil/southeast-region/sao-bernardo-do-campo/jardim-chacara-inglesa","Jardim Chacara Inglesa, Sao Bernardo do Campo, Southeast Region, Brazil","second","3","sheet_46k"
"france/loire-department/saint-etienne/villeboeuf-fauriel-vivaraize","Villeboeuf - Fauriel - Vivaraize, Saint-Etienne, Loire (department), France","second","3","sheet_46k"
"hong-kong/hong-kong/bowrington","Bowrington, Hong Kong, Hong Kong","high","3","sheet_46k"
"spain/community-of-madrid/madrid/el-salvador","El Salvador, Madrid, Community of Madrid, Spain","mid","3","sheet_46k"
"italy/lombardy/sesto-san-giovanni/dei-parchi-cascina-gatti-parpagliona","Dei Parchi - Cascina Gatti - Parpagliona, Sesto San Giovanni, Lombardy, Italy","second","3","sheet_46k"
"dominican-republic/la-romana/la-romana/las-canas","Las Canas, La Romana, La Romana, Dominican Republic","second","3","sheet_46k"
"brazil/southeast-region/cabo-frio/vila-nova","Vila Nova, Cabo Frio, Southeast Region, Brazil","second","3","sheet_46k"
"spain/andalusia/cordoba/san-lorenzo","San Lorenzo, Cordoba, Andalusia, Spain","second","3","sheet_46k"
"china/shaanxi/xi-an/zhonglou-shangquan","Zhonglou Shangquan, Xi'an, Shaanxi, China","high","3","sheet_46k"
"sri-lanka/western-province/colombo/wellawatta-south","Wellawatta South, Colombo, Western Province, Sri Lanka","second","3","sheet_46k"
"brazil/southeast-region/guaruja/morro-do-maluf","Morro do Maluf, Guaruja, Southeast Region, Brazil","second","3","sheet_46k"
"morocco/fes-meknes/fes/qasbah-en-nouar","Qasbah En Nouar, Fes, Fes-Meknes, Morocco","second","3","sheet_46k"
"brazil/southeast-region/cabo-frio/sao-cristovao","Sao Cristovao, Cabo Frio, Southeast Region, Brazil","second","3","sheet_46k"
"canada/ontario/st-catharines/york-haig","York - Haig, St. Catharines, Ontario, Canada","second","3","sheet_46k"
"brazil/southeast-region/atibaia/centro","Centro, Atibaia, Southeast Region, Brazil","mid","3","sheet_46k"
"colombia/magdalena/santa-marta/barrio-centro","Barrio Centro, Santa Marta, Magdalena, Colombia","second","3","sheet_46k"
"serbia/central-serbia/belgrade/vukov-spomenik","Vukov Spomenik, Belgrade, Central Serbia, Serbia","second","3","sheet_46k"
"puerto-rico/urbanizacion-santiago","Urbanizacion Santiago, Loiza, Puerto Rico","second","3","sheet_46k"
"brazil/southeast-region/guaruja/jardim-dos-passaros","Jardim dos Passaros, Guaruja, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/southeast-region/guaruja/jardim-las-palmas","Jardim Las Palmas, Guaruja, Southeast Region, Brazil","second","3","sheet_46k"
"france/perpignan/moyen-vernet","Moyen-Vernet, Perpignan, France","second","3","sheet_46k"
"france/caluire-et-cuire/cuire","Cuire, Caluire-et-Cuire, France","second","3","sheet_46k"
"france/alpes-maritimes/nice/saint-sylvestre","Saint-Sylvestre, Nice, Alpes-Maritimes, France","second","3","sheet_46k"
"france/lyon/moliere-vauban","Moliere Vauban, Lyon, France","second","3","sheet_46k"
"morocco/marrakech-safi/marrakech/sidi-bou-amar","Sidi Bou Amar, Marrakech, Marrakech-Safi, Morocco","second","3","sheet_46k"
"france/haute-garonne/blagnac/zac-andromede","ZAC Andromede, Blagnac, Haute-Garonne, France","second","3","sheet_46k"
"canada/alberta/calgary/mount-pleasant","Mount Pleasant, Calgary, Alberta, Canada","second","3","sheet_46k"
"south-africa/western-cape-province/cape-town/flamingo-vlei","Flamingo Vlei, Cape Town, Western Cape (province), South Africa","second","3","sheet_46k"
"tunisia/tunis-governorate/tunis/souks","Souks, Tunis, Tunis Governorate, Tunisia","second","3","sheet_46k"
"spain/galicia/vigo/o-perpetuo-socorro","O Perpetuo Socorro, Vigo, Galicia, Spain","second","3","sheet_46k"
"ecuador/pichincha/quito/la-colon","La Colon, Quito, Pichincha, Ecuador","second","3","sheet_46k"
"canada/ontario/toronto/church-and-wellesley","Church and Wellesley, Toronto, Ontario, Canada","second","3","sheet_46k"
"mexico/jalisco/chapala/chapala-haciendas","Chapala Haciendas, Chapala, Jalisco, Mexico","second","3","sheet_46k"
"france/bas-rhin-department/strasbourg/neudorf-ouest","Neudorf Ouest, Strasbourg, Bas-Rhin (department), France","second","3","sheet_46k"
"belgium/walloon-region/liege/feronstree-et-hors-chateau","Feronstree et Hors-Chateau, Liege, Walloon Region, Belgium","second","3","sheet_46k"
"france/villeurbanne/gratte-ciel","Gratte Ciel, Villeurbanne, France","second","3","sheet_46k"
"spain/andalusia/malaga/segalerva","Segalerva, Malaga, Andalusia, Spain","second","3","sheet_46k"
"brazil/southeast-region/cabo-frio/jardim-flamboyant","Jardim Flamboyant, Cabo Frio, Southeast Region, Brazil","second","3","sheet_46k"
"puerto-rico/punta-las-marias","Punta Las Marias, San Juan, Puerto Rico","second","3","sheet_46k"
"united-arab-emirates/dubai/al-barsha-2","Al Barsha 2, Dubai, Dubai, United Arab Emirates","second","3","sheet_46k"
"philippines/national-capital-region/taguig/katuparan","Katuparan, Taguig, National Capital Region, Philippines","second","3","sheet_46k"
"spain/andalusia/malaga/explanada-de-la-estacion","Explanada de la Estacion, Malaga, Andalusia, Spain","second","3","sheet_46k"
"france/cote-d-or-department/dijon/bourroches","Bourroches, Dijon, Cote d'Or (department), France","second","3","sheet_46k"
"italy/lombardy/milan/zona-solari","Zona Solari, Milan, Lombardy, Italy","second","3","sheet_46k"
"brazil/south-region/carazinho/laranjal","Laranjal, Carazinho, South Region, Brazil","second","3","sheet_46k"
"france/nimes/kennedy","Kennedy, Nimes, France","second","3","sheet_46k"
"uruguay/rivera/rivera/centro","Centro, Rivera, Rivera, Uruguay","second","3","sheet_46k"
"brazil/northeast-region/salvador/graca","Graca, Salvador, Northeast Region, Brazil","second","3","sheet_46k"
"ecuador/tungurahua/ambato/ficoa","Ficoa, Ambato, Tungurahua, Ecuador","second","3","sheet_46k"
"spain/balearic-islands/palma-de-mallorca/jaume-iii","Jaume III, Palma de Mallorca, Balearic Islands, Spain","second","3","sheet_46k"
"france/lyon/point-du-jour-aqueducts","Point Du Jour - Aqueducts, Lyon, France","second","3","sheet_46k"
"netherlands/north-holland/amsterdam/old-south","Old South, Amsterdam, North Holland, Netherlands","second","3","sheet_46k"
"italy/lombardy/milan/borgogna","Borgogna, Milan, Lombardy, Italy","second","3","sheet_46k"
"brazil/northeast-region/gravata/boa-vista","Boa Vista, Gravata, Northeast Region, Brazil","second","3","sheet_46k"
"germany/hessen/darmstadt/mitte","Mitte, Darmstadt, Hessen, Germany","second","3","sheet_46k"
"france/alpes-maritimes/nice/ventabrun","Ventabrun, Nice, Alpes-Maritimes, France","second","3","sheet_46k"
"france/rillieux-la-pape/perica-village","Perica - Village, Rillieux-la-Pape, France","second","3","sheet_46k"
"france/herault-department/lattes/port-ariane","Port Ariane, Lattes, Herault (department), France","second","3","sheet_46k"
"france/lyon/montchat","Montchat, Lyon, France","second","3","sheet_46k"
"spain/community-of-madrid/madrid/hispanoamerica","Hispanoamerica, Madrid, Community of Madrid, Spain","mid","3","sheet_46k"
"canada/british-columbia/vancouver/sunset","Sunset, Vancouver, British Columbia, Canada","second","3","sheet_46k"
"canada/ontario/toronto/bay-cloverhill","Bay Cloverhill, Toronto, Ontario, Canada","second","3","sheet_46k"
"bulgaria/ruse-province/ruse/g-k-vazhrazhdane","G.K. Vazhrazhdane, Ruse, Ruse Province, Bulgaria","second","3","sheet_46k"
"mexico/veracruz/boca-del-rio/de-las-americas","De Las Americas, Boca del Rio, Veracruz, Mexico","second","3","sheet_46k"
"france/maine-et-loire/angers/deux-croix-banchais","Deux Croix-Banchais, Angers, Maine-et-Loire, France","second","3","sheet_46k"
"brazil/southeast-region/sao-paulo/jardim-vila-mariana","Jardim Vila Mariana, Sao Paulo, Southeast Region, Brazil","high","3","sheet_46k"
"belgium/brussels-capital-region/brussels/stalingrad","Stalingrad, Brussels, Brussels-Capital Region, Belgium","second","3","sheet_46k"
"mexico/guerrero/zihuatanejo/lazaro-cardenas","Lazaro Cardenas, Zihuatanejo, Guerrero, Mexico","second","3","sheet_46k"
