"slug","destination","floor_tier","stage","source"
"brazil/northeast-region/salvador/boca-do-rio","Boca do Rio, Salvador, Northeast Region, Brazil","second","3","sheet_46k"
"mexico/nuevo-leon/monterrey/monterrey-centro","Monterrey Centro, Monterrey, Nuevo Leon, Mexico","second","3","sheet_46k"
"mexico/mexico-city/lindavista","Lindavista, Mexico City, Mexico","second","3","sheet_46k"
"mexico/mexico-city/polanquito","Polanquito, Mexico City, Mexico","second","3","sheet_46k"
"brazil/southeast-region/sao-paulo/campos-eliseos","Campos Eliseos, Sao Paulo, Southeast Region, Brazil","high","3","sheet_46k"
"brazil/southeast-region/rio-de-janeiro/porto-maravilha","Porto Maravilha, Rio de Janeiro, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/southeast-region/rio-de-janeiro/jardim-botanico","Jardim Botanico, Rio de Janeiro, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/southeast-region/rio-de-janeiro/zona-norte","Zona Norte, Rio de Janeiro, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/southeast-region/rio-de-janeiro/zona-sul","Zona Sul, Rio de Janeiro, Southeast Region, Brazil","second","3","sheet_46k"
"canada/ontario/brampton/queen-street-corridor","Queen Street Corridor, Brampton, Ontario, Canada","second","3","sheet_46k"
"slovakia/bratislava/bratislava/karlova-ves","Karlova Ves, Bratislava, Bratislava, Slovakia","second","3","sheet_46k"
"norway/trondelag/trondheim/trondheim-city-centre","Trondheim City Centre, Trondheim, Trøndelag, Norway","second","3","sheet_46k"
"serbia/central-serbia/belgrade/zvezdara","Zvezdara, Belgrade, Central Serbia, Serbia","second","3","sheet_46k"
"canada/british-columbia/vancouver/vancouver-south","Vancouver South, Vancouver, British Columbia, Canada","second","3","sheet_46k"
"portugal/coimbra/coimbra-city-centre","Coimbra City Centre, Coimbra, Coimbra District, Portugal","second","3","sheet_46k"
"canada/ontario/mississauga/airport-corporate","Airport Corporate, Mississauga, Ontario, Canada","second","3","sheet_46k"
"portugal/lisbon-district/santo-antonio","Santo Antonio, Lisbon, Lisbon District, Portugal","second","3","sheet_46k"
"portugal/lisbon-district/lumiar","Lumiar, Lisbon, Lisbon District, Portugal","second","3","sheet_46k"
"mexico/mexico-city/villa-de-guadalupe","Villa de Guadalupe, Mexico City, Mexico","second","3","sheet_46k"
"netherlands/south-holland/lisse/lisse-city-center","Lisse City Center, Lisse, South Holland, Netherlands","second","3","sheet_46k"
"mexico/jalisco/guadalajara/financial-district","Financial District, Guadalajara, Jalisco, Mexico","high","3","sheet_46k"
"mexico/guerrero/acapulco/boulevard-barra-vieja","Boulevard Barra Vieja, Acapulco, Guerrero, Mexico","second","3","sheet_46k"
"canada/ontario/mississauga/lakeview","Lakeview, Mississauga, Ontario, Canada","second","3","sheet_46k"
"canada/ontario/mississauga/sheridan","Sheridan, Mississauga, Ontario, Canada","second","3","sheet_46k"
"indonesia/bali/jimbaran/taman-griya","Taman Griya, Jimbaran, Bali, Indonesia","second","3","sheet_46k"
"morocco/casablanca-settat/casablanca/casablanca-city-center","Casablanca City Center, Casablanca, Casablanca-Settat, Morocco","second","3","sheet_46k"
"portugal/porto-district/porto/campanha","Campanha, Porto, Porto District, Portugal","second","3","sheet_46k"
"canada/alberta/calgary/bow-riverfront","Bow Riverfront, Calgary, Alberta, Canada","second","3","sheet_46k"
"mexico/mexico-city/bosques-de-las-lomas","Bosques de las Lomas, Mexico City, Mexico, Estado de, Mexico","second","3","sheet_46k"
"mexico/quintana-roo/cancun/avenida-tulum","Avenida Tulum, Cancun, Quintana Roo, Mexico","second","3","sheet_46k"
"canada/ontario/mississauga/northeast-mississauga","Northeast Mississauga, Mississauga, Ontario, Canada","second","3","sheet_46k"
"portugal/lisbon-district/lisbon-old-town","Lisbon Old Town, Lisbon, Lisbon District, Portugal","second","3","sheet_46k"
"canada/alberta/calgary/southwest-calgary","Southwest Calgary, Calgary, Alberta, Canada","second","3","sheet_46k"
"portugal/madeira-region/funchal/imaculado-coracao-de-maria","Imaculado Coracao de Maria, Funchal, Madeira Region, Portugal","second","3","sheet_46k"
"portugal/madeira-region/funchal/sao-pedro","Sao Pedro, Funchal, Madeira Region, Portugal","second","3","sheet_46k"
"poland/lower-silesian-voivodeship/wroclaw/wroclaw-old-town","Wroclaw Old Town, Wroclaw, Lower Silesian Voivodeship, Poland","second","3","sheet_46k"
"poland/lower-silesian-voivodeship/wroclaw/wroclaw-city-center","Wroclaw City Center, Wroclaw, Lower Silesian Voivodeship, Poland","second","3","sheet_46k"
"canada/ontario/mississauga/gateway","Gateway, Mississauga, Ontario, Canada","second","3","sheet_46k"
"romania/nord-vest/cluj-napoca/cluj-napoca-city-centre","Cluj-Napoca City Centre, Cluj-Napoca, Nord-Vest, Romania","second","3","sheet_46k"
"romania/sud-muntenia/bucharest/bucharest-city-centre","Bucharest City-Centre, Bucharest, Sud - Muntenia, Bucuresti - Ilfov, Romania","second","3","sheet_46k"
"romania/centru/brasov/brasov-old-town","Brasov Old Town, Brasov, Centru, Romania","second","3","sheet_46k"
"romania/centru/brasov/brasov-city-centre","Brasov City Centre, Brasov, Centru, Romania","second","3","sheet_46k"
"canada/quebec/gatineau/downtown-gatineau","Downtown Gatineau, Gatineau, Quebec, Canada","second","3","sheet_46k"
"romania/sud-est/constanta/old-town","Old Town, Constanta, Sud-Est, Romania","second","3","sheet_46k"
"portugal/madeira-region/funchal/santa-luzia","Santa Luzia, Funchal, Madeira Region, Portugal","second","3","sheet_46k"
"portugal/madeira-region/funchal/sao-roque","Sao Roque, Funchal, Madeira Region, Portugal","second","3","sheet_46k"
"romania/timisoara/old-city","Old City, Timisoara, Vest, Romania","second","3","sheet_46k"
"romania/sibiu/sibiu/sibiu-old-town","Sibiu Old Town, Sibiu, Sibiu, Centru, Romania","second","3","sheet_46k"
"romania/bucuresti-ilfov/bucharest/kiseleff","Kiseleff, Bucharest, Sud - Muntenia, Bucuresti - Ilfov, Romania","second","3","sheet_46k"
"portugal/porto-district/porto/lapa","Lapa, Porto, Porto District, Portugal","second","3","sheet_46k"
"colombia/distrito-capital/bogota/calle-26","Calle 26, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"china/shanxi/taiyuan/jian-caoping","Jian Caoping, Taiyuan, Shanxi, China","high","3","sheet_46k"
"indonesia/bali/ubud/ubud-city-centre","Ubud City-Centre, Ubud, Bali, Indonesia","second","3","sheet_46k"
"tanzania/dar-es-salaam/mikocheni","Mikocheni, Dar es Salaam, Tanzania","second","3","sheet_46k"
"argentina/buenos-aires/flores","Flores, Buenos Aires, Argentina","second","3","sheet_46k"
"china/shandong/tai-an/daiyue","Daiyue, Tai'an, Shandong, China","high","3","sheet_46k"
"morocco/souss-massa/agadir/agadir-city-center","Agadir City Center, Agadir, Souss-Massa, Morocco","second","3","sheet_46k"
"argentina/buenos-aires/abasto/553248633981728790","Abasto, Buenos Aires, Argentina","second","3","sheet_46k"
"hong-kong/kowloon/to-kwa-wan","To Kwa Wan, Kowloon, Hong Kong","high","3","sheet_46k"
"indonesia/bali/jimbaran/jimbaran-bay","Jimbaran Bay, Jimbaran, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/sambahan","Sambahan, Bali, Indonesia","second","3","sheet_46k"
"china/jiangsu/xiang-cheng-district","Xiang Cheng District, Suzhou, Jiangsu, China","high","3","sheet_46k"
"china/jiangsu/gao-xin-district","Gao Xin District, Suzhou, Jiangsu, China","high","3","sheet_46k"
"morocco/souss-massa/agadir/agadir-bay","Agadir Bay, Agadir, Souss-Massa, Morocco","second","3","sheet_46k"
"ethiopia/addis-ababa/arada","Arada, Addis Ababa, Ethiopia","second","3","sheet_46k"
"tanzania/dar-es-salaam/kisutu","Kisutu, Dar es Salaam, Tanzania","second","3","sheet_46k"
"tanzania/dar-es-salaam/kivukoni","Kivukoni, Dar es Salaam, Tanzania","second","3","sheet_46k"
"ukraine/lviv-oblast/lviv/lviv-city-center","Lviv City Center, Lviv, Lviv Oblast, Ukraine","second","3","sheet_46k"
"china/jiangsu/gu-su-district","Gu Su District, Suzhou, Jiangsu, China","high","3","sheet_46k"
"china/hebei/shijiazhuang/xinhua","Xinhua, Shijiazhuang, Hebei, China","high","3","sheet_46k"
"indonesia/bali/ubud/pengosekan","Pengosekan, Ubud, Bali, Indonesia","second","3","sheet_46k"
"morocco/souss-massa/agadir/ennahda","Ennahda, Agadir, Souss-Massa, Morocco","second","3","sheet_46k"
"ethiopia/addis-ababa/nifas-silk-lafto","Nifas Silk-Lafto, Addis Ababa, Ethiopia","second","3","sheet_46k"
"ethiopia/addis-ababa/yeka","Yeka, Addis Ababa, Ethiopia","second","3","sheet_46k"
"ethiopia/addis-ababa/kirkos","Kirkos, Addis Ababa, Ethiopia","second","3","sheet_46k"
"china/henan/luoyang/lao-cheng","Lao Cheng, Luoyang, Henan, China","high","3","sheet_46k"
"china/guangdong/zhuhai/zhuhai-jida","Zhuhai Jida, Zhuhai, Guangdong, China","high","3","sheet_46k"
"china/yunnan/lijiang/shuhe-old-town","Shuhe Old Town, Lijiang, Yunnan, China","second","3","sheet_46k"
"china/gansu/lanzhou/anning","Anning, Lanzhou, Gansu, China","high","3","sheet_46k"
"china/chongqing/nan-an","Nan An, Chongqing, China","high","3","sheet_46k"
"south-africa/gauteng/pretoria/waterkloof-glen","Waterkloof Glen, Pretoria, Gauteng, South Africa","second","3","sheet_46k"
"south-africa/gauteng/pretoria/nieuw-muckleneuk","Nieuw Muckleneuk, Pretoria, Gauteng, South Africa","second","3","sheet_46k"
"china/jiangsu/bin-hu-district","Bin Hu District, Wuxi, Jiangsu, China","high","3","sheet_46k"
"china/sichuan/gaoxin","Gaoxin, Chengdu, Sichuan, China","high","3","sheet_46k"
"indonesia/bali/seminyak/nakula","Nakula, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/seminyak/drupadi","Drupadi, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"china/jiangsu/qi-xia","Qi Xia, Nanjing, Jiangsu, China","high","3","sheet_46k"
"china/chongqing/shangqing-temple","Shangqing Temple, Chongqing, China","high","3","sheet_46k"
"china/yunnan/kunming/luosiwan-international-trade-area","Luosiwan International Trade Area, Kunming, Yunnan, China","high","3","sheet_46k"
"indonesia/bali/seminyak/sunset-road","Sunset Road, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/kuta/by-pass-ngurah-rai-kuta","By Pass Ngurah Rai Kuta, Kuta, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/kuta/raya-kuta","Raya Kuta, Kuta, Bali, Indonesia","second","3","sheet_46k"
"china/hubei/wuhan/jiang-han","Jiang Han, Wuhan, Hubei, China","high","3","sheet_46k"
"china/hubei/wuhan/qiao-kou","Qiao Kou, Wuhan, Hubei, China","high","3","sheet_46k"
"china/xinjiang/urumqi/urumqi-city-centre","Urumqi City Centre, Urumqi, Xinjiang, China","high","3","sheet_46k"
"brazil/northeast-region/fortaleza/praia-do-futuro-ii","Praia do Futuro II, Fortaleza, Northeast Region, Brazil","second","3","sheet_46k"
"china/yunnan/kunming/xiao-ximen","Xiao Ximen, Kunming, Yunnan, China","high","3","sheet_46k"
"china/chongqing/shapingba","Shapingba, Chongqing, China","high","3","sheet_46k"
"indonesia/bali/seminyak/batubelig","Batubelig, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/kuta/downtown-kuta","Downtown Kuta, Kuta, Bali, Indonesia","second","3","sheet_46k"
"china/guangdong/zhuhai/zhuhai-gongbei","Zhuhai Gongbei, Zhuhai, Guangdong, China","high","3","sheet_46k"
"morocco/rabat-sale-kenitra/ameur/plage-des-nations","Plage des Nations, Ameur, Rabat-Sale-Kenitra, Morocco","second","3","sheet_46k"
"china/tianjin/tianjin-city-center","Tianjin City Center, Tianjin, China","high","3","sheet_46k"
"indonesia/west-java/bandung/sukajadi","Sukajadi, Bandung, West Java, Indonesia","second","3","sheet_46k"
"indonesia/bali/seminyak/dyanapura","Dyanapura, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/legian/dewi-sri","Dewi Sri, Legian, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/legian/north-legian","North Legian, Legian, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/kuta/kartika-plaza","Kartika Plaza, Kuta, Bali, Indonesia","second","3","sheet_46k"
"china/henan/zhengzhou/huayuan-road-area","Huayuan Road Area, Zhengzhou, Henan, China","high","3","sheet_46k"
"china/henan/zhengzhou/zhongyuan-district","Zhongyuan District, Zhengzhou, Henan, China","high","3","sheet_46k"
"china/hubei/wuhan/han-yang","Han Yang, Wuhan, Hubei, China","high","3","sheet_46k"
"morocco/rabat-sale-kenitra/skhirat/skhirat-plage","Skhirat Plage, Skhirat, Rabat-Sale-Kenitra, Morocco","second","3","sheet_46k"
"colombia/cartagena/castillogrande","Castillogrande, Cartagena, Colombia","second","3","sheet_46k"
"china/tianjin/wu-da-dao","Wu Da Dao, Tianjin, China","high","3","sheet_46k"
"china/tianjin/hongqiao","Hongqiao, Tianjin, China","high","3","sheet_46k"
"japan/kanagawa-prefecture/yokohama/sakuragicho","Sakuragicho, Yokohama, Kanagawa (prefecture), Japan","second","3","sheet_46k"
"japan/kanagawa-prefecture/yokohama/yokohama-city-centre","Yokohama City Centre, Yokohama, Kanagawa (prefecture), Japan","second","3","sheet_46k"
"japan/kanagawa-prefecture/yokohama/shin-yokohama","Shin-Yokohama, Yokohama, Kanagawa (prefecture), Japan","second","3","sheet_46k"
"cambodia/siem-reap-province/siem-reap/wat-bo-area","Wat Bo Area, Siem Reap, Siem Reap (province), Cambodia","second","3","sheet_46k"
"cambodia/phnom-penh/koh-pich","Koh Pich, Phnom Penh, Cambodia","second","3","sheet_46k"
"indonesia/bali/seminyak/central-seminyak","Central Seminyak, Seminyak, Bali, Indonesia","second","3","sheet_46k"
"india/haryana/gurugram/old-gurgaon","Old Gurgaon, Gurugram, Haryana, India","second","3","sheet_46k"
"china/shandong/weihai/huancui","Huancui, Weihai, Shandong, China","high","3","sheet_46k"
"poland/sopot-centrum","Sopot Centrum, Sopot, Pomeranian Voivodeship, Poland","second","3","sheet_46k"
"norway/oslo/oslo-city-centre","Oslo City Centre, Oslo, Norway","second","3","sheet_46k"
"brazil/southeast-region/guarulhos/guarulhos-city-centre","Guarulhos City Centre, Guarulhos, Southeast Region, Brazil","second","3","sheet_46k"
"brazil/northeast-region/fortaleza/mucuripe","Mucuripe, Fortaleza, Northeast Region, Brazil","second","3","sheet_46k"
"brazil/south-region/foz-do-iguacu/foz-do-iguacu-city-centre","Foz do Iguacu City Centre, Foz do Iguacu, South Region, Brazil","second","3","sheet_46k"
"china/shanxi/taiyuan/changfeng-street","Changfeng Street, Taiyuan, Shanxi, China","high","3","sheet_46k"
"indonesia/bali/denpasar/gatot-subroto","Gatot Subroto, Denpasar, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/denpasar/mahendradatta","Mahendradatta, Denpasar, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/canggu/babakan","Babakan, Canggu, Bali, Indonesia","second","3","sheet_46k"
"indonesia/west-java/bandung/bandung-kulon","Bandung Kulon, Bandung, West Java, Indonesia","second","3","sheet_46k"
"cambodia/siem-reap-province/siem-reap/taphul-village-area","Taphul Village Area, Siem Reap, Siem Reap (province), Cambodia","second","3","sheet_46k"
"indonesia/bali/nusa-dua/sawangan","Sawangan, Nusa Dua, Bali, Indonesia","second","3","sheet_46k"
"lithuania/siauliai/siauliai-city-center","Siauliai City Center, Siauliai, Lithuania","second","3","sheet_46k"
"indonesia/bali/nusa-dua/pratama","Pratama, Nusa Dua, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/nusa-dua/btdc","BTDC, Nusa Dua, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/nusa-dua/siligita","Siligita, Nusa Dua, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/ubud/andong","Andong, Ubud, Bali, Indonesia","second","3","sheet_46k"
"ukraine/odessa-oblast/odessa/odessa-city-center","Odessa City Center, Odessa, Odessa Oblast, Ukraine","second","3","sheet_46k"
"turkey/istanbul/talimhane","Talimhane, Istanbul, Istanbul (and vicinity), Turkey","mid","3","sheet_46k"
"hungary/pest-county/budapest/belvaros-lipotvaros","Belvaros - Lipotvaros, Budapest, Pest County, Hungary","second","3","sheet_46k"
"ukraine/kyiv/solomjanskyj","Solomjanskyj, Kyiv, Ukraine","second","3","sheet_46k"
"ukraine/kyiv/podilskyj","Podilskyj, Kyiv, Ukraine","second","3","sheet_46k"
"ukraine/lviv-oblast/lviv/prospekt-svobody","Prospekt Svobody, Lviv, Lviv Oblast, Ukraine","second","3","sheet_46k"
"ukraine/odessa-oblast/odessa/arcadia","Arcadia, Odessa, Odessa Oblast, Ukraine","second","3","sheet_46k"
"poland/srodmiescie","Srodmiescie, Gdynia, Pomeranian Voivodeship, Poland","high","3","sheet_46k"
"monaco/monaco/monte-carlo-city-centre","Monte Carlo City Centre, Monaco, Monaco","second","3","sheet_46k"
"poland/lower-silesian-voivodeship/jelenia-gora/cieplice","Cieplice, Jelenia Gora, Lower Silesian Voivodeship, Poland","second","3","sheet_46k"
"monaco/monaco/port-hercule","Port Hercule, Monaco, Monaco","second","3","sheet_46k"
"malta/pembroke/st-andrew-s","St. Andrew's, Pembroke, Malta","second","3","sheet_46k"
"malta/tal-ghoqod","Tal-Ghoqod, Malta","second","3","sheet_46k"
"georgia/tbilisi/old-tbilisi","Old Tbilisi, Tbilisi, Georgia","second","3","sheet_46k"
"nigeria/lagos/surulere","Surulere, Lagos, Nigeria","second","3","sheet_46k"
"nigeria/lagos/yaba","Yaba, Lagos, Nigeria","second","3","sheet_46k"
"morocco/rabat-sale-kenitra/rabat/quartier-administratif","Quartier Administratif, Rabat, Rabat-Sale-Kenitra, Morocco","second","3","sheet_46k"
"poland/greater-poland-voivodeship/poznan/poznan-city-center","Poznan City Center, Poznan, Greater Poland Voivodeship, Poland","second","3","sheet_46k"
"netherlands/limburg/maastricht/boschstraatkwartier","Boschstraatkwartier, Maastricht, Limburg, Netherlands","second","3","sheet_46k"
"sweden/vastra-gotaland-county/gothenburg/orgryte-harlanda","Orgryte-Harlanda, Gothenburg, Vastra Gotaland County, Sweden","second","3","sheet_46k"
"georgia/tbilisi/tbilisi-city-centre","Tbilisi City Centre, Tbilisi, Georgia","second","3","sheet_46k"
"georgia/tbilisi/chugureti","Chugureti, Tbilisi, Georgia","second","3","sheet_46k"
"georgia/tbilisi/avlabari","Avlabari, Tbilisi, Georgia","second","3","sheet_46k"
"georgia/adjara/batumi/new-boulevard","New Boulevard, Batumi, Adjara, Georgia","second","3","sheet_46k"
"nigeria/lagos/oshodi-isolo","Oshodi-Isolo, Lagos, Nigeria","second","3","sheet_46k"
"georgia/tbilisi/didube","Didube, Tbilisi, Georgia","second","3","sheet_46k"
"georgia/adjara/batumi/old-boulevard","Old Boulevard, Batumi, Adjara, Georgia","second","3","sheet_46k"
"finland/uusimaa/helsinki/helsinki-city-centre","Helsinki City Centre, Helsinki, Uusimaa, Finland","second","3","sheet_46k"
"estonia/harju-county/tallinn/maakri","Maakri, Tallinn, Harju County, Estonia","second","3","sheet_46k"
"nigeria/lagos/lagos-mainland","Lagos Mainland, Lagos, Nigeria","second","3","sheet_46k"
"latvia/riga/mezaparks","Mezaparks, Riga, Latvia","second","3","sheet_46k"
"norway/vestland/bergen/arstad","Arstad, Bergen, Vestland, Norway","second","3","sheet_46k"
"netherlands/utrecht/utrecht-city-center","Utrecht City Center, Utrecht, Utrecht, Netherlands","second","3","sheet_46k"
"netherlands/limburg/maastricht/randwijck","Randwijck, Maastricht, Limburg, Netherlands","second","3","sheet_46k"
"morocco/marrakech-safi/essaouira/essaouira-coast","Essaouira Coast, Essaouira, Marrakech-Safi, Morocco","second","3","sheet_46k"
"morocco/tanger-tetouan-al-hoceima/chefchaouen/souika","Souika, Chefchaouen, Tanger-Tetouan-Al Hoceima, Morocco","second","3","sheet_46k"
"norway/vestland/bergen/fyllingsdalen","Fyllingsdalen, Bergen, Vestland, Norway","second","3","sheet_46k"
"latvia/riga/kurzeme-suburb","Kurzeme Suburb, Riga, Latvia","second","3","sheet_46k"
"sweden/vastra-gotaland-county/gothenburg/lundby","Lundby, Gothenburg, Vastra Gotaland County, Sweden","second","3","sheet_46k"
"sweden/vastra-gotaland-county/gothenburg/centrum","Centrum, Gothenburg, Vastra Gotaland County, Sweden","second","3","sheet_46k"
"slovakia/bratislava/bratislava/vrakuna","Vrakuna, Bratislava, Bratislava, Slovakia","second","3","sheet_46k"
"brazil/central-west-region/cuiaba/areao","Areao, Cuiaba, Central - West Region, Brazil","second","3","sheet_46k"
"turkey/istanbul/bakirkoy","Bakırkoy, Istanbul, Istanbul (and vicinity), Turkey","mid","3","sheet_46k"
"ecuador/guayas/guayaquil/kennedy","Kennedy, Guayaquil, Guayas, Ecuador","second","3","sheet_46k"
"colombia/distrito-capital/bogota/campin","Campin, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"turkey/istanbul/beyazit","Beyazit, Istanbul, Istanbul (and vicinity), Turkey","mid","3","sheet_46k"
"brazil/central-west-region/brasilia/monumental-axis","Monumental Axis, Brasilia, Central - West Region, Brazil","second","3","sheet_46k"
"colombia/distrito-capital/bogota/antonio-narino","Antonio Narino, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"turkey/istanbul/merter","Merter, Istanbul, Istanbul (and vicinity), Turkey","mid","3","sheet_46k"
"brazil/southeast-region/guaruja/tombo","Tombo, Guaruja, Southeast Region, Brazil","second","3","sheet_46k"
"colombia/distrito-capital/bogota/barrios-unidos","Barrios Unidos, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"colombia/distrito-capital/bogota/calle-100","Calle 100, Bogota, Distrito Capital, Colombia","second","3","sheet_46k"
"argentina/buenos-aires-province/mar-del-plata/bosque-peralta-ramos","Bosque Peralta Ramos, Mar del Plata, Buenos Aires (province), Argentina","second","3","sheet_46k"
"argentina/mendoza-province/mendoza/mendoza-city-center","Mendoza City Center, Mendoza, Mendoza (province), Argentina","second","3","sheet_46k"
"turkey/istanbul/osmanbey","Osmanbey, Istanbul, Istanbul (and vicinity), Turkey","mid","3","sheet_46k"
"australia/new-south-wales/erskineville","Erskineville, New South Wales, Australia","second","3","sheet_46k"
"usa/california/newport-beach/balboa-peninsula","Balboa Peninsula, Newport Beach, California, USA","second","3","sheet_46k"
"usa/california/san-diego/liberty-station","Liberty Station, San Diego, California, USA","second","3","sheet_46k"
"india/bihar/bihar-sharif/rajgir","Rajgir, Bihar Sharif, Bihar, India","second","3","sheet_46k"
"italy/liguria/genoa/boccadasse","Boccadasse, Genoa, Liguria, Italy","second","3","sheet_46k"
"usa/florida/melbourne/downtown-melbourne","Downtown Melbourne, Melbourne, Florida, USA","second","3","sheet_46k"
"spain/cantabria/santander/tetuan","Tetuan, Santander, Cantabria, Spain","second","3","sheet_46k"
"spain/cantabria/santander/la-gandara","La Gandara, Santander, Cantabria, Spain","second","3","sheet_46k"
"greece/crete/chania/galatas","Galatas, Chania, Crete, Greece","second","3","sheet_46k"
"italy/emilia-romagna/bologna/l-antico-ghetto-ebraico","L'antico Ghetto Ebraico, Bologna, Emilia-Romagna, Italy","second","3","sheet_46k"
"japan/ishikawa-prefecture/kanazawa/higashiyama","Higashiyama, Kanazawa, Ishikawa (prefecture), Japan","second","3","sheet_46k"
"italy/campania/naples/rione-alto","Rione Alto, Naples, Campania, Italy","second","3","sheet_46k"
"india/madhya-pradesh/mandla/mocha","Mocha, Mandla, Madhya Pradesh, India","second","3","sheet_46k"
"usa/pennsylvania/philadelphia/bella-vista","Bella Vista, Philadelphia, Pennsylvania, USA","second","3","sheet_46k"
"philippines/ilocos-region/vigan/calle-crisologo","Calle Crisologo, Vigan, Ilocos Region, Philippines","second","3","sheet_46k"
"india/rajasthan/jodhpur/gulab-sagar","Gulab Sagar, Jodhpur, Rajasthan, India","second","3","sheet_46k"
"canada/ontario/sarnia/point-edward","Point Edward, Sarnia, Ontario, Canada","second","3","sheet_46k"
"spain/andalusia/marbella/nueva-andalucia","Nueva Andalucia, Marbella, Andalusia, Spain","second","3","sheet_46k"
"usa/ohio/cleveland/edgewater","Edgewater, Cleveland, Ohio, USA","second","3","sheet_46k"
"usa/rhode-island/westerly/watch-hill","Watch Hill, Westerly, Rhode Island, USA","second","3","sheet_46k"
"usa/pennsylvania/pittsburgh/south-shore","South Shore, Pittsburgh, Pennsylvania, USA","second","3","sheet_46k"
"usa/pennsylvania/pittsburgh/bluff","Bluff, Pittsburgh, Pennsylvania, USA","second","3","sheet_46k"
"australia/new-south-wales/sydney/gordon","Gordon, Sydney, New South Wales, Australia","second","3","sheet_46k"
"india/gujarat/kamrej/pardi","Pardi, Kamrej, Gujarat, India","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/lyons","Lyons, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/throsby","Throsby, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/holder","Holder, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/harrison","Harrison, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"australia/tasmania/hobart/mount-stuart","Mount Stuart, Hobart, Tasmania, Australia","second","3","sheet_46k"
"australia/tasmania/hobart/penna","Penna, Hobart, Tasmania, Australia","second","3","sheet_46k"
"australia/western-australia/perth/woodlands","Woodlands, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/western-australia/perth/yokine","Yokine, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/western-australia/perth/north-coogee","North Coogee, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/western-australia/perth/nollamara","Nollamara, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/western-australia/perth/dudley-park","Dudley Park, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/rosebery","Rosebery, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/barrack-point","Barrack Point, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/karabar","Karabar, Queanbeyan, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/queanbeyan/queanbeyan-west","Queanbeyan West, Queanbeyan, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/lake-illawarra","Lake Illawarra, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/warilla","Warilla, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/banora-point","Banora Point, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/kings-forest","Kings Forest, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/mays-hill","Mays Hill, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/wollstonecraft","Wollstonecraft, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/plumpton","Plumpton, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/north-narrabeen","North Narrabeen, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/forest-lodge","Forest Lodge, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/elanora-heights","Elanora Heights, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/epping","Epping, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/north-balgowlah","North Balgowlah, Sydney, New South Wales, Australia","second","3","sheet_46k"
